0909; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0303;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0909; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0303; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0606; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0606;
maps/level2background.png
maps/level2background.png
