0909; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0303;
0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0D0D; 0505; 0505; 0505; 0505; 0505; 0707; 080C; 0004; 0004; 0004; 0004; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0909; 0101; 0101; 0101; 0101; 0101; 0101; 0001; 0001; 0001; 0001; 0005; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0001; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0909; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0303; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0202; 0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0606; 0808; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0101; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0002; 0008; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0202;
0808; 0000; 0000; 0000; 0002; 000C; 0004; 0004; 0004; 0004; 0004; 0004; 0004; 0404; 0404; 0404; 0404; 0404; 0404; 0606;
0808; 0000; 0000; 0000; 0000; 0001; 0001; 0001; 0001; 0001; 0001; 0001; 0203; 0D0D; 0505; 0505; 0505; 0505; 0505; 0707;
0808; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0000; 0101; 0101; 0101; 0101; 0101; 0101; 0303;
0C0C; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0404; 0606;
maps/level2background.png
maps/level2background.png
